date,temperature,network,turbine,exchanged,T1,T2,T3,T4,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
2019-07-13 14:00:00,29.877653,2964.9624,5692.5303,0.0,0.0,786.52875,702.0191,117.03842,68.14772,74.24686,77.516,51.86708,147.25763,1.4150003,122.42192,210.88385,139.62962,429.42822,378.82974,8.538795
2019-07-13 15:00:00,29.812593,3695.6882,5855.174,0.0,0.0,761.38403,679.1839,115.36319,58.81197,76.117256,73.71014,48.939495,147.35521,1.398736,98.02537,212.0061,139.62962,422.84116,373.59262,8.132186
2019-07-13 16:00:00,29.991503,3311.3772,5692.5303,0.0,0.0,781.92596,697.7416,114.59876,73.69387,77.141914,71.855995,48.98829,147.53412,1.398736,110.97182,211.55069,139.62962,433.10397,372.84448,8.522531
2019-07-13 17:00:00,32.008286,2723.8757,5855.174,0.0,0.0,764.3767,682.32294,113.964455,80.24841,74.58841,73.97036,52.12731,147.4528,1.4150003,73.87277,210.46097,139.62962,430.68054,373.95044,8.132186
2019-07-13 18:00:00,34.22024,2582.3105,5692.5303,0.0,0.0,784.60956,699.70953,113.76928,56.20967,74.10048,74.27938,58.047543,147.71303,1.4150003,136.88097,209.04597,139.62962,422.8086,374.9751,8.571324
2019-07-13 19:00:00,36.75748,3039.063,5855.174,0.0,0.0,796.7753,709.11035,139.07664,65.09002,74.49082,99.505424,68.05013,147.66423,1.4312648,123.625496,211.46938,139.62962,434.8442,377.8539,8.229772
2019-07-13 20:00:00,39.717598,2218.818,5855.174,0.0,0.0,731.01843,651.90857,180.32309,74.03542,73.64507,141.59761,27.194029,147.50159,1.4475291,49.508747,211.33925,139.62962,427.37888,367.7212,8.587588
2019-07-13 21:00:00,42.547596,1393.1736,6017.8174,0.0,0.0,704.1985,630.9438,187.75592,43.946335,74.295654,147.89194,26.169374,147.53412,1.4312648,49.167194,217.3408,139.62962,418.90515,362.80936,8.164715
2019-07-13 22:00:00,45.686623,2008.9751,6017.8174,0.0,0.0,740.1102,661.5045,191.77321,55.250072,75.5968,150.78699,24.689318,147.87567,1.4312648,54.664555,249.96713,139.62962,433.3642,362.82562,21.924372
2019-07-13 23:00:00,47.06909,2270.864,6017.8174,0.0,0.0,759.8064,678.4195,188.84563,54.420586,73.56375,150.26653,25.89288,148.15216,1.4312648,55.559093,250.22737,139.62962,428.41983,360.74377,39.750126
